team;event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
75;MARDistrictChampionship;0.01;0.15;-0.12;2.05;2.24;0.06;0.18;0.65;;0.60;0.76;0.59;;-0.31;0.67;;0.58;0.57;-0.29;0.59;-0.10;-0.12;-0.16;0.11;9.42;0.52;7.38;1.52;19.00;6.76;10.00;2.83;-0.58;0.53;-0.02;28.40;2.09;40.64;33.36
75;MARMt.Olive;0.00;-0.02;0.39;-0.19;0.13;-0.03;0.33;0.61;;0.47;0.70;0.48;;0.42;0.68;;0.26;0.43;0.27;0.74;-0.11;-0.07;0.04;-0.05;2.83;0.21;2.86;-0.24;14.76;10.09;-0.16;2.99;1.84;0.72;-0.56;17.03;2.30;23.21;22.89
78;NEUMassDartmouth;0.00;-0.05;4.40;-0.16;4.13;0.20;0.44;0.68;-0.31;0.86;0.14;0.77;2.06;0.02;0.57;;0.89;0.65;-0.03;0.53;-0.20;0.48;0.06;-0.05;12.11;0.04;12.56;-0.49;21.28;7.39;7.98;5.28;0.63;1.10;2.18;35.57;2.73;55.30;49.46
78;NEDistrictChampionship;-0.01;0.26;1.57;2.00;3.75;0.30;0.36;0.70;;0.74;0.67;0.67;;-0.06;0.67;0.67;0.72;0.67;-0.09;0.67;0.63;-0.36;0.06;0.09;11.58;-0.11;9.18;2.51;29.36;8.74;13.14;4.30;3.18;1.07;-1.36;39.58;2.67;57.97;54.16
78;NEGraniteState;0.02;-0.01;2.09;0.19;2.27;-0.02;0.54;0.76;-8.76;1.23;1.16;0.74;;0.09;0.93;0.71;1.31;0.59;0.23;0.83;0.16;0.80;0.01;0.10;8.30;-0.18;8.50;-0.02;25.27;14.37;5.11;6.12;-0.33;1.20;4.48;38.06;3.72;54.48;48.35
79;RocketCity;0.00;0.03;3.91;-0.37;3.52;0.12;0.24;0.66;0.87;1.19;0.91;0.13;;-0.05;0.80;;0.99;0.35;0.14;0.73;0.34;-0.04;0.05;0.25;8.80;0.59;7.86;0.35;25.28;10.43;5.95;-0.95;9.85;0.47;1.04;35.13;2.87;53.31;42.89
79;Orlando;0.00;0.03;1.92;0.52;2.46;0.10;0.64;0.71;;1.83;0.85;0.76;;0.74;0.71;;1.52;0.72;0.78;0.65;0.62;0.36;0.01;0.02;4.52;1.32;2.87;0.32;34.40;20.48;6.44;6.58;0.91;1.38;1.89;40.81;4.38;59.46;56.10
81;CentralIllinois;-0.01;-0.08;0.26;-0.16;0.06;-0.01;0.10;0.60;-1.30;0.34;-0.10;0.98;;0.26;0.38;0.23;0.43;0.28;0.29;0.54;-0.17;0.13;-0.05;-0.04;4.17;1.47;3.54;-0.84;8.67;8.94;-0.29;0.80;-0.78;0.11;0.43;13.27;2.14;18.81;15.00
85;MIWestMI;0.03;0.63;-0.43;4.08;4.27;0.21;0.30;0.69;0.69;0.56;0.58;0.42;;0.27;0.75;0.83;0.74;0.62;0.18;0.72;-0.23;0.51;0.04;-0.06;10.97;-0.55;5.10;6.42;33.64;12.24;19.57;2.98;-1.16;0.52;2.23;46.83;2.96;67.57;58.06
85;MIStateChampionship;-0.06;0.03;-1.19;5.07;3.70;0.21;0.34;0.68;;0.60;0.66;0.59;;0.30;0.63;0.75;0.66;0.59;0.35;0.67;-0.14;-0.05;0.14;0.07;8.67;0.29;8.45;-0.07;38.27;10.51;22.95;3.22;1.59;0.75;0.11;47.04;2.95;65.96;59.15
85;MILakeview;0.03;0.00;-0.03;2.41;2.49;0.08;0.49;0.70;;1.05;0.74;0.82;-4.33;-0.20;0.81;-0.03;1.26;0.75;-0.25;0.83;-0.07;0.32;-0.08;-0.04;8.15;0.36;7.68;0.11;26.79;12.63;12.00;2.96;-0.80;0.54;1.43;36.37;3.29;52.38;48.16
86;SouthFlorida;-0.02;0.58;0.99;2.16;3.68;0.02;0.20;0.15;;0.93;0.56;-0.78;;0.18;0.86;-8.94;0.95;0.19;0.03;0.87;-0.47;0.90;0.03;0.01;14.72;0.66;8.39;5.67;25.51;6.73;12.79;4.89;1.10;1.05;4.54;44.77;2.19;61.73;49.34
86;Orlando;-0.02;-0.04;0.28;1.02;1.34;0.18;0.02;0.31;;0.77;-0.23;0.78;;-0.17;0.65;;0.67;0.55;-0.35;0.70;0.05;0.10;-0.11;-0.04;1.87;0.01;2.39;-0.54;16.36;8.22;5.64;3.67;-1.17;0.66;0.30;18.52;1.88;27.41;23.44
87;SouthFlorida;-0.02;-0.03;0.37;0.13;0.54;-0.05;0.51;0.24;;0.25;0.68;1.08;;0.89;0.63;-1.94;0.11;0.74;0.96;0.73;0.44;0.66;-0.09;0.15;7.09;0.08;7.35;-0.35;14.74;10.23;1.37;5.20;-2.05;0.90;4.01;25.84;2.78;34.48;34.84
87;MARSeneca;0.00;-0.03;0.56;-0.55;0.08;-0.02;0.23;0.44;0.07;0.26;1.09;1.01;0.46;0.99;0.82;0.68;0.33;0.81;0.80;0.71;-0.24;-0.01;-0.10;0.07;7.16;0.43;7.01;-0.28;10.18;11.96;-1.64;1.40;-1.55;0.18;0.31;17.64;3.09;25.63;21.72
87;MARHatboroHorsham;0.02;0.00;-0.15;-0.07;-0.23;0.00;-0.05;0.58;1.92;0.16;0.55;0.13;0.40;0.32;0.59;0.35;0.31;0.24;0.32;0.38;0.39;0.22;0.03;0.10;3.68;0.79;2.81;0.08;7.79;7.73;-0.64;1.22;-0.52;0.21;1.60;13.07;1.83;16.92;12.04
88;NEUMassDartmouth;0.00;0.06;3.13;0.16;3.42;0.22;0.32;0.76;0.40;1.03;0.99;0.62;-0.26;-0.29;0.43;;1.06;0.77;-0.04;0.47;0.00;-0.20;-0.07;0.22;6.64;0.94;5.14;0.56;24.59;12.48;7.08;3.30;1.73;0.78;0.10;31.33;3.01;49.53;43.22
88;NEDistrictChampionship;0.11;-0.06;2.03;1.30;3.23;0.10;0.34;0.65;;0.62;0.67;0.70;;0.16;0.70;0.67;0.65;0.67;0.17;0.71;0.37;-0.07;0.14;-0.06;6.16;0.37;5.82;-0.04;25.20;11.33;10.53;2.66;0.68;0.58;-0.63;30.72;2.85;47.93;39.86
88;NEGraniteState;0.07;0.00;0.93;-0.32;0.77;-0.01;0.27;0.68;-5.51;0.72;0.84;0.49;;-0.08;0.50;0.71;0.82;0.71;-0.02;0.65;0.46;0.09;-0.08;0.03;5.15;0.99;3.79;0.37;18.14;12.29;0.27;4.76;0.82;1.01;0.61;23.89;2.84;33.40;28.98
93;LakeSuperior;0.02;-0.01;0.62;0.87;1.51;-0.01;-0.11;0.64;;0.02;-0.12;;;-0.09;0.50;;0.51;0.27;0.18;0.74;-0.09;0.05;-0.01;-0.05;3.25;0.11;3.14;0.00;16.80;10.07;5.58;2.38;-1.24;0.39;0.00;20.04;2.33;30.57;17.48
93;CentralIllinois;0.00;-0.05;0.46;1.12;1.18;0.07;0.36;0.66;1.93;-0.32;0.60;0.96;;0.33;0.39;1.47;0.56;0.66;0.41;0.41;-0.19;0.50;0.35;0.07;7.91;0.30;8.13;-0.52;23.01;9.46;6.52;5.73;1.30;1.23;2.86;33.79;2.70;44.23;42.55
94;MITraverseCity;0.00;0.08;2.76;-0.08;2.81;-0.01;0.23;0.67;0.10;-0.35;0.48;0.59;1.09;0.70;0.45;;0.01;0.53;0.75;0.48;-0.03;0.08;-0.05;0.05;5.03;1.21;2.97;0.85;18.36;10.75;5.10;1.16;1.35;0.32;0.61;24.01;2.45;38.91;28.38
94;MISouthfield;0.00;-0.01;1.15;-0.23;0.76;0.01;0.11;0.73;0.00;0.07;0.38;0.13;2.05;-0.07;0.14;1.31;0.16;0.20;0.03;0.28;-0.01;0.56;0.15;-0.08;1.22;0.62;0.73;-0.13;11.44;7.26;1.16;0.75;2.27;0.30;2.38;15.03;1.53;21.21;17.30
95;NEUMassDartmouth;0.00;0.08;2.37;-0.05;2.25;0.21;0.42;0.72;1.37;0.10;0.21;0.84;0.81;0.19;0.92;;0.50;0.82;0.12;0.78;-0.06;0.10;0.16;-0.02;7.86;1.22;5.83;0.81;20.75;11.74;4.50;5.46;-0.96;1.03;0.39;28.99;2.93;43.34;42.75
95;NEDistrictChampionship;0.04;0.00;2.41;-0.25;1.64;0.08;0.17;0.60;;0.74;0.67;0.68;;-0.44;0.52;0.67;0.71;0.68;-0.39;0.59;0.20;-0.05;0.57;0.32;9.05;0.48;8.35;0.21;13.81;6.75;3.59;2.52;0.94;0.57;1.35;24.21;2.19;34.78;29.53
95;NEUNH;-0.04;0.00;1.35;0.17;1.60;-0.01;0.21;0.67;;0.19;0.58;0.38;;-0.03;0.64;0.83;0.19;0.61;-0.08;0.74;0.27;0.21;-0.11;0.01;7.39;0.23;7.36;-0.20;12.64;6.98;3.55;3.49;-1.37;0.61;1.09;21.13;2.13;31.44;24.92
95;NEGraniteState;-0.05;0.01;1.20;-0.08;0.91;0.06;0.01;0.44;10.53;-0.03;0.44;0.67;;-0.04;0.92;0.73;-0.02;0.64;-0.07;0.96;-0.09;0.36;0.17;-0.02;4.92;1.65;3.41;-0.14;11.22;8.02;1.99;2.27;-1.06;0.38;1.71;17.85;1.95;25.55;19.60
97;NERhodeIsland;0.00;0.02;0.58;0.07;0.58;-0.02;0.08;0.70;;0.40;0.70;0.53;-7.38;0.63;0.30;0.67;0.32;0.57;0.50;0.42;0.24;-0.23;0.10;0.03;8.98;-0.42;9.17;0.23;10.25;7.97;1.51;2.71;-1.95;0.41;-0.97;18.26;2.51;26.33;19.30
97;NENorthShore;0.00;-0.05;-0.15;0.29;0.17;-0.03;-0.11;0.56;;-0.20;;0.68;0.58;0.59;0.16;0.02;-0.19;0.39;0.44;0.23;0.26;-0.21;-0.08;0.22;-0.59;0.32;-0.38;-0.52;7.96;7.31;1.16;0.39;-0.91;0.02;0.06;7.43;1.42;11.53;4.35
100;Sacramento;0.00;-0.03;1.18;0.06;1.45;0.07;0.03;0.63;;0.94;-0.09;;-20.00;-0.26;0.62;-13336619057401200.00;1.08;0.35;-0.31;0.54;0.28;0.61;-0.24;-0.12;6.24;0.07;6.48;-0.31;15.41;8.26;2.66;3.48;1.02;0.76;2.49;24.14;2.30;34.42;26.55
100;SiliconValley;0.00;0.05;0.48;-0.05;0.32;-0.04;0.47;0.66;;0.86;;0.78;;-0.14;0.79;;1.04;0.71;-0.42;0.72;0.37;0.61;0.17;0.12;5.73;1.24;4.02;0.48;18.58;11.48;0.72;4.90;1.47;1.08;3.62;27.93;2.70;35.66;36.23
101;Midwest;0.03;-0.08;2.42;-0.14;2.29;-0.23;0.50;0.69;366.88;0.67;0.80;1.14;;0.58;0.87;1.38;0.68;0.93;0.24;0.79;0.35;-0.17;-0.06;0.07;6.78;-0.13;7.52;-0.62;24.16;12.92;4.14;5.82;1.28;1.25;-0.49;30.45;3.34;45.96;34.68
102;MARMontgomery;0.00;0.01;1.30;0.69;1.90;0.14;0.34;0.70;0.62;0.16;0.70;1.14;;1.04;0.73;;0.39;0.75;1.07;0.75;-0.08;0.04;0.11;-0.04;4.82;0.80;3.87;0.15;28.07;16.35;6.07;4.61;1.05;0.99;-0.01;32.89;3.66;47.95;43.17
102;MARSeneca;0.00;-0.05;0.38;0.54;0.84;-0.06;0.40;0.71;1.28;0.63;1.12;0.92;0.88;0.92;0.66;0.72;0.72;1.01;0.62;0.73;-0.09;0.47;0.03;0.15;4.72;1.03;4.20;-0.51;25.14;16.84;3.45;4.09;0.76;0.87;3.10;32.96;3.79;45.06;39.39
102;MARDistrictChampionship;0.01;0.23;-0.05;0.75;0.60;-0.07;0.39;0.66;;0.69;0.39;0.60;;1.23;0.65;;0.63;0.56;1.06;0.66;-0.08;-0.15;0.34;0.18;9.81;0.17;7.32;2.33;23.03;14.21;3.67;5.12;0.02;1.03;0.14;32.98;3.57;43.78;38.90
103;MARWesttown;-0.01;0.00;3.79;0.15;3.91;0.36;0.24;0.56;55.83;0.05;0.41;0.69;;0.03;0.74;;0.07;0.62;0.13;0.72;-0.07;-0.09;0.02;0.02;-1.91;-0.02;-1.84;-0.06;24.70;11.37;8.33;4.73;0.28;0.97;-0.36;22.43;2.09;39.86;36.24
103;MARMontgomery;0.01;-0.09;3.35;-0.05;3.33;0.17;0.13;0.58;0.46;0.31;0.66;0.63;;0.00;0.49;;0.33;0.63;-0.17;0.47;0.44;0.07;-0.11;0.16;5.66;-0.02;6.55;-0.87;15.54;5.96;6.45;3.56;-0.42;0.68;1.15;22.35;1.85;37.36;29.15
103;MARSpringsideChestnutHill;0.00;-0.04;1.58;0.08;1.66;0.17;0.11;0.50;;0.42;0.57;0.87;-0.99;0.06;0.71;0.67;0.30;0.66;0.02;0.67;-0.26;-0.20;-0.04;-0.14;4.10;-0.11;4.63;-0.42;18.03;8.41;3.55;5.40;0.66;1.12;-1.73;20.39;2.14;30.93;26.94
107;MIWestMI;-0.08;0.49;0.35;3.81;4.62;0.20;0.26;0.68;-0.37;0.77;0.75;0.58;;0.18;0.70;0.53;0.52;0.64;0.12;0.65;-0.01;-0.02;-0.05;-0.04;11.85;0.59;6.77;4.49;33.81;9.72;19.73;3.76;0.61;0.79;-0.30;45.36;2.62;66.34;55.54
107;MIStateChampionship;-0.06;0.35;-0.20;3.68;3.70;-0.03;0.35;0.68;;0.64;0.67;0.64;;0.42;0.71;0.70;0.65;0.67;0.31;0.68;0.35;0.77;0.07;-0.10;11.83;0.15;8.47;3.21;32.29;10.68;18.00;3.47;0.14;0.70;3.33;47.45;2.98;66.45;53.59
107;MIStandishSterling;0.00;0.13;-0.10;1.43;1.47;0.00;0.11;0.79;0.21;0.72;0.69;0.58;0.00;0.30;0.21;1.49;0.34;0.62;0.18;0.54;0.06;0.12;-0.01;0.09;8.92;0.72;6.90;1.29;20.08;8.38;6.96;0.49;4.25;0.38;1.07;30.06;2.37;40.56;32.16
108;SouthFlorida;-0.03;-0.07;0.05;-0.06;-0.19;0.09;0.10;0.83;;0.14;1.20;0.07;;0.24;0.96;-4.77;0.07;0.72;0.47;0.65;-0.14;0.00;0.07;-0.05;2.38;0.86;2.41;-0.89;13.10;12.47;-0.21;0.17;0.67;0.08;-0.23;15.25;2.73;21.49;19.48
108;Orlando;-0.02;0.11;-0.34;-0.18;-0.53;-0.01;0.21;0.82;;0.04;0.31;0.79;;0.01;0.65;;0.07;0.42;0.07;0.61;0.08;0.95;0.11;0.02;5.45;0.98;3.41;1.06;8.69;8.22;-1.57;0.67;1.37;0.23;4.88;19.02;1.98;22.32;23.00
111;Midwest;-0.01;0.71;1.61;3.66;6.00;0.37;0.43;0.73;88.96;1.31;1.06;0.78;;-0.12;0.69;0.08;1.02;0.79;0.11;0.68;0.23;1.10;-0.04;-0.08;8.07;-0.08;1.16;7.00;42.83;16.07;21.52;3.56;1.68;0.82;5.08;55.99;3.33;83.05;73.82
111;CentralIllinois;0.00;0.71;0.38;1.34;2.43;-0.03;0.30;0.72;0.08;0.63;0.72;0.57;;0.71;0.49;0.87;0.53;0.69;0.52;0.62;-0.19;-0.33;-0.01;-0.07;8.81;-0.30;2.06;7.05;23.93;14.38;7.45;3.27;-1.17;0.58;-2.00;30.75;3.08;46.06;36.08
114;SiliconValley;0.00;0.02;0.41;1.83;2.23;0.11;0.36;0.63;;1.20;;0.52;;0.62;0.40;;1.19;0.66;0.27;0.44;-0.22;-0.29;0.03;-0.02;6.40;1.12;5.07;0.22;29.52;13.46;9.97;5.31;0.79;1.11;-1.53;34.39;3.20;49.37;44.25
114;Sacramento;0.00;-0.07;1.19;0.19;0.69;-0.02;0.58;0.81;;1.36;0.84;;-41.59;-0.15;0.89;-1008642446390090.00;1.18;0.89;-0.12;0.83;-0.02;0.38;0.62;0.30;3.88;1.02;3.57;-0.72;25.88;16.18;3.32;6.30;0.07;1.27;3.39;33.14;3.59;44.28;44.34
115;Utah;-0.02;0.00;0.85;0.20;0.90;-0.03;0.09;0.57;;0.15;0.04;0.63;;0.36;0.67;;0.06;0.29;0.29;0.64;0.68;0.00;0.13;-0.07;1.41;0.35;1.15;-0.09;13.84;8.71;2.68;2.62;-0.17;0.51;-0.32;14.93;1.86;22.40;16.15
115;SiliconValley;0.00;-0.01;-0.06;0.34;0.14;-0.08;0.06;0.67;;1.19;;0.17;;-0.31;0.72;;0.59;0.34;-0.12;0.69;-0.37;0.69;0.13;0.03;5.93;1.34;4.67;-0.08;11.91;8.50;1.59;0.69;1.13;0.21;3.58;21.42;2.17;27.28;20.69
116;CHDistrictChampionship;-0.12;0.02;0.37;0.97;1.21;0.00;0.27;0.69;;0.80;0.57;0.67;;-0.04;0.62;;0.82;0.61;0.13;0.62;0.41;0.12;0.04;0.37;6.63;0.53;6.49;-0.39;24.81;11.08;5.61;1.75;6.37;0.77;2.44;33.88;2.87;44.81;39.37
116;CHSNorthernVirginia;-0.01;0.00;0.21;-0.21;0.01;0.00;0.14;0.42;0.69;0.54;1.38;0.66;0.00;-0.09;0.56;1.20;0.74;0.80;0.01;0.55;0.40;0.36;-0.03;-0.06;1.48;-0.18;1.72;-0.06;13.48;11.73;-0.64;1.92;0.47;0.41;1.48;16.44;2.52;22.77;19.30
116;CHSCentralVirginia;0.08;-0.04;0.29;-0.52;-0.14;-0.04;0.26;0.38;;0.99;0.64;0.92;-0.73;-0.41;0.34;0.66;1.03;0.70;-0.09;0.49;0.30;0.01;-0.04;-0.01;8.54;0.70;7.84;0.00;12.34;8.72;-2.01;2.08;3.55;0.65;-0.01;20.87;2.53;26.74;25.08
117;Pittsburgh;0.08;-0.08;0.32;0.00;0.28;0.00;-0.05;0.76;-0.55;0.18;0.40;0.22;0.30;-0.13;0.18;;0.07;0.40;0.10;0.09;0.32;0.46;0.05;-0.07;1.25;0.08;1.54;-0.38;8.00;6.35;0.66;3.10;-2.11;0.48;1.95;11.20;1.42;15.64;10.23
118;LoneStar;0.00;0.74;-0.41;5.71;6.08;0.38;0.70;0.71;;1.53;;1.18;;-0.30;1.12;-133058952184996000.00;1.39;1.06;-0.40;1.01;0.62;1.25;-0.04;0.39;15.11;-0.25;7.92;7.45;51.86;14.94;27.71;5.87;3.34;1.40;8.18;75.14;3.78;103.60;98.59
118;RocketCity;0.00;0.95;0.35;4.77;6.01;0.59;0.50;0.74;1.17;1.47;0.48;0.65;;0.32;0.63;;1.20;0.72;0.14;0.72;0.19;-0.16;0.06;0.07;18.11;-0.48;9.13;9.46;49.59;13.01;24.56;2.68;9.34;1.16;-0.44;67.25;3.51;94.81;92.13
118;TorontoEast;-0.04;0.57;-0.11;5.05;5.34;0.33;0.24;0.68;;1.07;0.42;0.67;0.50;0.19;0.60;0.66;0.88;0.54;0.30;0.65;-0.29;0.52;0.12;0.04;12.12;0.26;6.36;5.51;41.96;12.12;25.02;3.62;1.20;0.80;2.77;56.85;3.06;81.18;69.96
120;QueenCity;-0.01;0.08;-0.43;3.78;3.26;0.20;0.37;0.64;;0.39;0.61;0.69;;0.36;0.52;-8173005970372090.00;0.47;0.61;0.41;0.62;-0.04;0.26;0.16;0.07;7.59;0.36;6.48;0.75;34.84;10.48;18.05;5.72;0.60;1.18;1.60;44.04;2.74;61.09;56.61
120;Buckeye;-0.01;0.16;0.04;3.05;3.10;0.16;0.18;0.54;;0.92;0.49;0.48;0.08;-0.03;0.52;0.84;0.73;0.57;0.30;0.59;0.02;0.06;0.14;-0.06;10.57;1.06;7.97;1.54;27.71;9.70;15.33;2.82;-0.15;0.55;0.01;38.28;2.74;54.81;45.87
120;Palmetto;0.00;-0.12;0.17;2.68;2.78;0.00;0.02;0.76;-0.03;0.28;0.52;;1.45;0.15;0.41;-0.35;-0.03;0.39;0.38;0.91;0.49;0.16;-0.05;0.18;8.96;0.16;9.98;-1.19;25.30;7.17;13.73;5.22;-0.83;0.99;1.70;35.95;2.43;50.73;36.27
121;NEBoston;-0.03;-0.02;1.41;0.54;1.48;0.00;0.25;0.66;;0.79;;0.73;;0.27;0.75;0.67;0.62;0.59;0.23;0.71;0.12;0.05;0.43;0.04;4.32;0.87;3.77;-0.32;19.48;12.15;5.50;2.06;-0.24;0.40;0.44;24.24;2.81;35.87;29.41
121;NEUMassDartmouth;0.00;0.04;0.94;0.13;0.95;-0.06;0.20;0.75;-0.49;0.58;0.71;0.73;1.05;0.45;0.88;;0.39;0.68;0.24;0.81;0.69;0.15;0.17;0.14;8.80;0.15;8.23;0.42;12.99;10.22;2.55;-0.08;0.30;0.00;1.40;23.20;2.87;33.35;25.73
122;CHDistrictChampionship;0.08;0.01;2.15;1.89;4.04;0.41;0.37;0.58;;0.77;0.65;0.68;;0.34;0.74;;0.62;0.68;0.37;0.73;-0.14;-0.23;0.10;-0.10;10.40;0.04;9.80;0.55;27.79;10.00;13.76;6.27;-2.25;1.10;-1.67;36.51;2.98;56.59;54.01
122;CHSCentralVirginia;0.08;-0.03;1.61;1.05;2.71;0.06;0.52;0.54;;1.24;0.80;0.89;-0.62;1.44;1.05;0.63;0.85;0.82;0.83;0.86;0.03;0.06;0.00;-0.04;13.00;-0.42;13.33;0.09;25.52;12.82;8.45;3.92;0.33;0.81;0.06;38.59;3.90;56.78;50.43
122;CHSHamptonRoads;0.06;0.00;1.00;1.69;2.69;0.06;0.44;0.53;;1.47;0.36;0.85;;0.49;0.87;0.66;0.91;0.73;0.31;0.87;-0.16;0.30;0.06;-0.01;5.93;0.44;5.21;0.28;29.44;14.18;10.47;5.57;-0.78;1.06;1.43;36.80;3.36;53.59;46.98
123;MICenterLine;-0.03;0.00;3.31;0.22;3.27;0.16;0.19;0.74;;0.53;0.50;1.14;;-0.02;0.74;0.70;0.63;0.64;-0.02;0.81;0.06;0.34;0.23;0.03;11.05;0.25;10.92;-0.12;20.05;8.52;7.69;5.19;-1.36;0.95;1.84;32.94;2.80;50.15;40.72
123;MISouthfield;0.00;0.00;2.27;-0.05;2.38;0.08;0.22;0.61;0.00;-0.01;0.66;0.46;0.30;0.81;0.97;0.67;0.20;0.63;0.35;0.87;-0.02;0.48;-0.15;-0.04;7.15;0.06;7.06;0.03;18.87;9.56;4.29;5.54;-0.53;1.07;2.20;28.23;2.62;42.20;34.70
123;MIStateChampionship;0.24;0.15;2.51;-0.80;2.11;0.14;0.27;0.59;;0.73;0.70;0.65;;0.57;0.60;0.80;0.81;0.69;0.26;0.65;0.37;0.17;-0.01;0.34;10.16;0.62;6.87;2.67;17.75;11.54;1.02;3.14;2.06;0.77;2.56;30.48;3.00;44.57;39.26
125;NEDistrictChampionship;0.09;0.43;-0.94;4.63;4.29;0.39;0.15;0.68;;0.42;0.67;0.65;;-0.11;0.63;0.67;0.44;0.67;-0.07;0.66;0.37;0.29;-0.08;-0.09;13.00;0.65;7.59;4.77;36.90;8.14;21.28;3.77;3.71;1.00;1.04;50.94;2.39;70.32;63.86
125;NEPineTree;0.00;0.80;0.18;3.13;3.90;0.15;0.24;0.67;0.56;0.74;1.28;0.72;;-0.50;0.36;0.86;0.79;0.74;-0.50;0.52;0.32;0.46;0.20;0.05;16.96;0.17;8.84;7.96;25.43;6.70;15.99;2.33;0.40;0.49;2.57;44.97;2.22;62.72;53.33
125;NERhodeIsland;0.00;0.65;0.34;1.80;2.59;0.05;0.28;0.68;;0.65;0.70;0.87;8.84;-0.35;0.75;0.67;0.82;0.77;-0.35;0.72;0.20;0.30;0.20;0.05;15.44;0.07;8.90;6.47;21.36;8.77;9.68;2.03;0.88;0.46;1.73;38.53;2.64;53.22;45.36
125;ArizonaNorth;0.07;0.03;0.33;2.08;2.47;0.16;0.42;0.73;;0.53;0.09;0.80;0.68;0.27;0.83;0.41;0.67;0.69;0.10;0.70;-0.14;0.45;0.05;0.14;5.64;0.61;4.35;0.68;27.49;12.26;11.05;4.94;-0.75;0.94;2.93;36.06;2.89;50.99;48.36
125;NEBoston;-0.04;0.39;-0.29;2.09;1.77;0.06;0.02;0.46;;0.40;;0.42;;-0.05;0.40;0.67;0.43;0.40;-0.03;0.51;-0.36;0.32;0.37;-0.15;11.45;0.20;7.58;3.67;17.33;5.07;9.89;0.96;1.42;0.29;0.87;29.65;1.77;39.63;31.56
126;NEDistrictChampionship;0.41;0.10;4.55;1.14;6.03;0.72;0.36;0.71;;0.79;0.67;0.69;;-0.15;0.66;0.67;0.77;0.67;-0.16;0.66;0.19;-0.02;0.17;-0.03;10.94;0.28;7.55;3.10;39.09;9.48;14.79;2.61;12.22;1.34;-0.22;49.81;2.65;75.27;75.04
126;NEBoston;-0.04;0.15;4.96;0.13;5.30;0.32;0.55;0.74;;1.02;;0.95;;0.16;0.71;0.67;1.03;0.86;0.16;0.69;-0.02;0.41;-0.10;0.14;10.14;0.26;8.59;1.30;30.16;13.08;10.58;5.93;0.58;1.22;2.75;43.06;3.47;68.31;62.04
126;NEWPI;0.00;0.05;2.23;0.63;2.78;0.12;0.49;0.70;1.57;0.75;-0.12;0.76;;-0.21;0.84;0.18;0.86;0.79;-0.08;0.74;0.04;0.08;0.13;-0.05;8.34;0.50;7.36;0.48;23.97;11.38;7.63;5.53;-0.57;1.07;0.12;32.44;3.01;48.66;45.18
128;QueenCity;0.00;-0.01;0.70;0.53;1.28;0.02;0.17;0.27;;-0.26;0.68;0.25;;1.19;0.59;-8780960650639010.00;0.06;0.32;1.07;0.61;0.53;-0.06;-0.06;0.08;2.94;1.94;1.07;-0.06;21.35;11.13;4.03;3.11;3.08;0.83;0.10;24.40;2.33;34.24;28.40
128;Pittsburgh;0.07;0.05;1.01;0.01;1.20;0.00;0.16;0.53;0.04;0.31;-0.41;0.49;0.29;1.27;0.56;;0.04;0.17;0.96;0.57;0.18;0.67;-0.06;0.12;4.82;1.62;2.31;0.89;17.41;10.21;2.08;3.55;1.57;0.81;3.95;26.18;2.27;35.62;29.54
131;NEUNH;-0.01;-0.07;2.85;0.92;3.66;0.19;0.55;0.77;;1.31;0.63;0.61;;-0.57;0.89;0.54;1.06;0.75;-0.51;0.78;0.51;0.00;0.03;0.07;11.02;0.05;11.71;-0.74;27.40;8.33;10.30;6.63;2.14;1.47;0.36;38.78;2.84;57.32;54.43
131;NEGraniteState;-0.09;0.08;0.18;1.58;1.82;-0.02;0.40;0.75;1.33;0.48;0.95;0.87;;0.57;0.72;0.66;0.28;0.85;0.25;0.83;0.06;-0.06;-0.05;0.04;8.92;0.59;7.92;0.42;20.41;10.84;8.29;2.65;-1.37;0.44;-0.09;29.24;2.96;42.33;36.86
133;NEPineTree;0.00;0.80;-0.76;5.13;5.18;0.26;0.48;0.69;0.44;0.90;0.48;0.83;;0.01;0.51;0.59;0.81;0.77;0.12;0.65;0.09;0.16;-0.01;0.09;17.56;0.39;9.19;7.98;42.08;10.63;24.16;3.36;3.94;0.93;1.21;60.85;3.04;84.66;77.12
133;NENorthShore;0.00;0.30;0.71;3.52;4.66;0.16;0.42;0.80;;0.94;;0.40;-0.24;-0.30;0.85;1.13;1.05;0.58;-0.30;0.85;0.65;1.14;-0.12;0.59;11.50;0.39;8.07;3.03;36.15;10.84;19.04;4.27;2.00;0.99;8.68;56.33;2.98;78.32;68.70
133;NEDistrictChampionship;-0.09;0.57;-0.63;4.82;4.58;0.45;0.34;0.68;;0.67;0.67;0.69;;-0.15;0.72;0.67;0.65;0.68;-0.13;0.69;0.22;0.81;0.09;0.07;12.34;0.57;6.45;5.31;45.66;9.66;22.83;1.89;11.27;1.13;4.40;62.40;2.58;83.17;80.44
