team;best event;auto Boulders Low;auto Boulders High;teleop Boulders Low;teleop Boulders High;subtracted tower strength;teleop Tower Captured;teleop Defenses Breached;low bar crossings;portcullis crossings;cheval de frise crossings;moat crossings;ramparts crossings;drawbridge crossings;sally port crossings;rock wall crossings;rough terrain crossings;A crossings;B crossings;C crossings;D crossings;foul Count;fouls drawn;tech Foul Count;tech fouls drawn;auto Points;auto Reach Points;auto Crossing Points;auto Boulder Points;teleop Points including challenge/scale;teleop Crossing Points;teleop Boulder Points;teleop Challenge Points;teleop Scale Points;challenge or scale count;foul Points;total Points;cross defense count;eOPR 1;eOPR2
4159;Sacramento;0.00;0.05;0.44;0.64;1.17;-0.07;0.05;0.79;;0.15;0.11;;-9.01;-0.35;0.49;17279420087554700.00;0.05;0.41;-0.26;0.48;0.03;0.54;-0.04;-0.12;4.01;0.21;3.30;0.51;10.74;5.71;4.08;2.86;-1.91;0.44;2.10;16.86;1.47;24.20;16.13
4180;PNWMountVernon;-0.02;0.05;-0.61;1.26;0.48;-0.03;0.11;0.70;;0.18;0.63;0.72;;0.53;0.18;0.67;0.24;0.60;0.55;0.38;-0.24;0.11;0.20;-0.11;9.55;0.20;8.89;0.46;17.20;7.86;5.07;4.27;0.00;0.85;-0.01;26.74;2.46;34.41;28.19
4183;ArizonaWest;0.00;0.02;1.54;1.88;3.44;0.23;0.51;0.80;;0.72;0.78;0.77;;0.37;0.67;0.77;0.84;0.86;0.24;0.80;-0.01;0.99;0.00;0.29;10.68;0.16;10.35;0.17;29.03;12.48;12.49;4.01;0.05;0.81;6.38;46.00;3.53;65.57;61.88
4188;GAStateChampionship;0.05;-0.02;1.72;2.84;4.64;0.26;0.36;0.68;;0.28;0.83;0.77;-14.78;0.54;0.58;-1.61;0.37;0.74;0.30;0.66;0.19;0.66;-0.05;-0.05;10.59;0.06;10.51;0.01;30.10;8.48;17.63;4.80;-0.81;0.91;3.06;43.75;2.75;65.11;57.66
4216;MIAnnArborSkyline;-0.02;0.01;4.41;-0.19;4.27;0.27;0.37;0.69;;0.42;0.77;0.76;;0.19;0.84;;0.67;0.72;0.03;0.74;-0.17;0.29;-0.07;-0.02;11.96;0.05;11.92;-0.01;21.09;8.26;7.88;5.39;-0.44;1.05;1.32;34.38;2.84;54.84;48.57
4241;Midwest;0.11;0.02;2.01;0.99;3.20;0.16;0.46;0.71;217.71;0.94;0.37;0.76;;0.50;0.88;0.58;0.63;0.80;0.44;0.79;-0.05;0.31;-0.08;0.11;9.94;0.73;8.43;0.78;28.35;12.62;8.95;5.29;1.50;1.16;2.07;40.36;3.37;58.78;53.73
4242;CHSDC;0.03;0.00;1.96;-0.11;1.84;0.00;0.57;0.87;2.16;0.04;1.06;0.78;0.69;-0.55;0.81;;0.77;1.01;0.33;0.86;-0.20;0.68;0.04;0.08;7.90;0.85;6.90;0.15;24.54;15.70;3.37;5.47;0.00;1.09;3.78;36.22;3.83;51.55;47.60
4253;Hawaii;-0.01;0.07;0.55;-0.10;0.49;-0.04;0.38;0.84;0.77;0.85;0.35;0.97;0.08;0.30;0.66;1.56;0.99;0.63;0.00;0.70;1.35;-0.11;0.01;-0.02;10.43;0.18;9.62;0.62;18.02;10.96;0.57;3.23;3.25;0.86;-0.65;27.79;3.15;37.22;34.46
4256;QueenCity;-0.01;0.29;0.16;1.88;2.32;0.18;0.31;0.50;;0.82;0.73;0.29;;0.51;0.63;-298027007930129.00;1.06;0.43;0.00;0.63;-0.12;0.17;0.01;-0.01;4.90;1.26;0.75;2.89;25.55;12.77;9.74;3.05;-0.02;0.61;0.81;31.26;2.63;45.08;41.93
4264;SmokyMountains;0.00;-0.03;2.41;0.30;2.67;0.09;0.36;0.72;;0.09;0.70;0.85;-0.98;0.34;0.66;-51963654136384900.00;0.24;0.67;0.24;0.71;0.25;0.12;0.01;-0.03;10.27;-0.21;10.81;-0.33;20.08;7.49;6.33;5.79;0.47;1.19;0.43;30.78;2.58;45.58;40.28
4276;LasVegas;-0.01;0.18;3.84;0.16;3.90;0.21;0.48;0.75;;0.97;0.55;0.72;;0.06;0.75;0.67;0.96;0.83;-0.15;0.75;0.09;0.25;0.28;0.12;11.96;0.07;10.09;1.79;24.60;10.64;8.47;5.35;0.14;1.08;1.82;38.30;3.14;58.32;53.21
4290;NCUNCAsheville;0.15;0.00;2.13;-0.21;1.97;0.05;0.32;0.63;1.22;0.53;0.64;0.61;;0.72;0.65;0.59;0.71;0.52;0.66;0.70;-0.10;0.66;0.11;0.06;11.46;0.06;10.67;0.73;19.76;10.74;3.23;4.01;1.78;0.92;3.62;34.84;3.21;49.02;42.46
4301;HubCity;0.01;-0.06;1.07;-0.55;0.51;0.02;0.10;0.61;;0.70;0.50;0.41;;-0.27;0.54;-0.13;0.68;0.38;-0.10;0.41;0.37;0.42;-0.03;0.32;0.42;1.69;-0.72;-0.55;11.08;10.28;-0.59;1.73;-0.34;0.32;3.74;15.24;1.98;21.78;17.70
4330;Iowa;-0.03;-0.04;1.88;0.03;1.81;-0.02;0.39;0.71;;0.75;0.45;0.66;;0.04;0.55;1.03;0.84;0.51;0.00;0.61;0.57;-0.09;0.03;0.14;4.14;-0.28;4.96;-0.54;19.01;10.92;3.92;3.76;0.42;0.78;0.23;23.38;2.68;35.74;30.57
4334;WesternCanada;0.00;0.67;-0.05;5.18;5.62;0.45;0.67;0.67;1.78;1.17;1.16;0.94;-0.20;0.58;0.79;0.67;1.30;0.93;0.28;0.87;0.24;0.65;0.18;-0.13;12.86;0.65;5.52;6.69;51.50;17.44;25.80;6.10;2.16;1.36;2.56;66.92;4.04;94.58;91.45
4335;ArkansasRockCity;0.00;0.00;0.94;0.36;1.31;0.11;0.13;0.68;0.07;0.12;0.72;0.59;;0.57;0.55;112877690184296.00;0.09;0.48;0.40;0.54;-0.09;0.24;0.00;0.26;2.35;0.59;1.70;0.06;19.98;10.15;3.70;5.36;0.78;1.12;2.47;24.80;2.20;34.40;30.12
4362;MIStateChampionship;0.04;0.08;1.47;1.94;3.63;0.32;0.37;0.67;;0.74;0.65;0.67;;0.47;0.68;0.34;0.70;0.68;0.23;0.71;-0.31;0.85;-0.11;0.10;12.35;-0.17;11.53;0.99;30.98;9.16;12.63;1.79;7.41;0.85;4.76;48.09;2.99;66.90;63.43
4377;MIStateChampionship;0.02;-0.05;2.91;-0.43;2.51;0.20;0.35;0.68;;0.40;0.73;0.63;;0.93;0.75;0.67;0.46;0.68;1.01;0.69;0.10;0.25;-0.06;0.02;8.17;0.39;8.19;-0.41;26.51;13.42;3.67;3.07;6.35;1.04;1.36;36.04;3.50;52.65;47.98
4384;MIStateChampionship;-0.06;-0.03;1.51;4.22;5.75;0.57;0.28;0.71;;0.62;0.64;0.72;;-0.31;0.72;0.65;0.71;0.68;-0.18;0.71;-0.06;-0.21;-0.12;-0.05;10.93;-0.32;11.82;-0.58;38.66;7.24;24.10;5.53;1.79;1.23;-1.29;48.30;2.63;72.85;68.13
4391;MIStateChampionship;-0.04;0.57;0.41;2.08;3.10;0.33;0.36;0.69;;0.79;0.63;0.65;;0.43;0.69;0.60;0.77;0.66;0.41;0.67;0.15;0.27;-0.08;-0.16;16.83;-0.22;11.56;5.49;26.91;10.19;11.21;5.28;0.22;1.07;0.58;44.31;3.19;61.98;59.76
4401;MexicoCity;0.00;0.00;0.01;0.01;0.02;0.00;0.27;0.40;0.08;0.00;0.90;0.34;0.05;0.79;0.76;;0.18;0.27;0.48;0.67;0.59;0.42;0.00;0.06;7.51;-0.35;7.86;0.00;12.65;6.12;0.09;4.50;1.94;1.03;2.42;22.57;2.01;27.67;27.88
4403;Oklahoma;0.00;0.01;1.21;1.07;2.27;0.03;0.49;0.90;;0.43;-0.16;0.34;-1.20;0.68;0.67;0.22;0.88;0.65;0.42;0.79;0.29;0.22;0.02;-0.03;10.54;-0.15;10.58;0.12;26.01;12.90;7.74;5.83;-0.46;1.13;0.90;37.46;3.64;53.64;48.18
4405;MIWoodhaven;0.00;0.06;0.19;0.36;0.58;0.02;0.13;0.70;0.85;-0.07;0.58;0.90;-0.08;0.13;0.31;0.78;0.19;0.60;0.10;0.67;-0.05;0.20;0.02;0.23;9.62;0.47;8.56;0.59;12.84;7.00;2.17;2.92;0.74;0.63;2.15;24.62;2.26;32.08;27.72
4450;PNWDistrictChampionship;0.06;0.70;0.55;2.17;3.52;0.26;0.36;0.67;;0.66;0.67;0.42;;0.12;0.68;;0.71;0.50;-0.01;0.68;-0.19;0.19;-0.04;0.25;8.79;-0.35;1.86;7.28;29.96;11.80;11.95;3.74;2.46;0.91;2.22;40.97;2.55;58.34;54.67
4451;Orlando;0.01;0.77;0.78;1.66;3.17;0.11;0.45;0.86;;0.60;-0.56;0.65;;0.03;0.71;;0.53;0.89;0.00;0.65;-0.45;0.31;0.06;-0.04;16.99;0.19;9.01;7.79;30.26;10.13;9.89;5.17;5.07;1.37;1.36;48.61;2.93;65.84;60.39
4455;KansasCity;0.00;-0.01;0.72;-0.16;0.58;-0.04;0.22;0.72;3.67;0.67;;0.85;;0.50;0.17;0.51;0.92;0.57;0.51;0.48;-0.10;-0.07;-0.02;0.02;7.45;0.29;7.29;-0.13;13.34;12.36;0.67;1.59;-1.28;0.23;-0.24;20.55;3.20;30.35;24.02
4466;CHSCentralVirginia;-0.01;0.01;0.07;-0.02;0.09;0.06;0.14;0.06;;0.09;0.48;0.35;0.58;0.32;0.49;-0.17;0.07;0.64;0.44;0.32;0.48;0.28;-0.03;0.15;-1.77;0.17;-1.98;0.04;10.17;8.65;0.05;1.07;0.40;0.24;2.17;10.56;1.53;14.66;15.02
4468;GAStateChampionship;0.04;0.02;6.66;-0.09;6.74;0.59;0.37;0.68;;0.96;0.60;0.80;-6.00;0.40;0.65;4.57;0.97;0.72;0.34;0.69;-0.07;0.45;-0.11;-0.03;10.82;-0.01;10.41;0.43;31.15;11.81;12.88;5.84;0.62;1.21;2.12;44.09;3.40;73.68;66.38
4469;PNWAuburn;0.00;-0.06;0.95;3.09;3.89;0.12;0.41;0.72;-302.84;0.73;0.81;0.99;0.08;0.38;0.80;0.65;0.76;0.77;0.57;0.77;0.13;0.01;0.09;0.06;7.65;-0.01;8.23;-0.57;34.83;13.83;17.34;4.48;-0.81;0.84;0.35;42.83;3.59;63.97;54.00
4488;PNWPhilomath;0.00;0.31;1.31;2.87;4.45;0.29;0.49;0.64;-2.48;1.16;0.22;0.80;;0.51;0.52;;1.08;0.73;0.41;0.52;0.17;-0.18;0.03;0.12;11.55;-0.11;8.61;3.05;35.14;12.55;16.96;4.64;0.99;0.99;-0.27;46.42;3.37;68.76;63.53
4499;Colorado;-0.02;0.00;1.10;2.38;3.47;0.27;0.32;0.57;1.19;0.52;1.11;0.66;;0.30;0.62;0.69;0.85;0.80;0.25;0.64;0.37;-0.07;-0.01;0.04;6.59;0.24;6.46;-0.11;29.28;12.35;14.10;3.42;-0.59;0.64;-0.14;35.73;3.12;54.37;48.79
4508;NewYorkTechValley;0.00;0.09;0.60;0.39;1.07;-0.08;0.24;0.61;;0.45;0.63;0.59;-0.38;-0.16;0.35;0.79;0.83;0.63;0.17;0.39;0.55;0.06;0.02;0.20;7.19;1.31;4.99;0.89;15.83;10.69;3.16;2.24;-0.27;0.43;1.30;24.32;2.64;34.24;27.27
4519;NorthBay;-0.02;0.01;2.81;-0.22;2.65;0.06;0.49;0.70;;0.83;0.70;0.80;0.12;0.15;0.72;1.68;0.89;0.73;0.15;0.72;0.58;-0.04;-0.07;0.00;10.12;0.50;9.63;-0.01;19.98;11.13;4.51;4.00;0.33;0.82;-0.18;29.85;3.19;46.10;41.19
4525;Waterloo;0.00;-0.12;0.99;-0.17;0.61;0.05;0.24;0.71;;0.09;0.41;0.74;;0.87;0.73;0.67;0.06;0.62;0.95;0.73;0.59;0.63;0.09;0.14;8.73;-0.05;9.93;-1.14;16.32;10.40;1.10;5.57;-0.75;1.06;3.84;28.90;3.07;38.49;35.01
4534;NCCampbellUniversity;-0.02;-0.01;0.74;0.03;0.68;0.11;0.27;0.71;-0.32;0.23;0.61;0.44;1.53;-0.06;0.78;;0.23;0.57;0.18;0.76;-0.02;0.36;0.06;0.15;9.39;-0.16;9.74;-0.19;12.07;7.41;1.62;4.78;-1.74;0.84;2.57;24.03;2.46;32.30;32.18
4536;Iowa;-0.07;-0.12;2.19;0.40;2.50;0.07;0.54;0.75;;0.89;0.79;0.96;;0.40;0.81;1.14;0.75;0.84;0.33;0.80;-0.09;0.29;-0.09;-0.01;10.93;-0.18;12.63;-1.51;25.25;11.00;6.39;6.86;1.00;1.44;1.43;37.62;3.46;54.08;50.32
4547;Pittsburgh;0.01;-0.05;1.44;0.00;1.46;0.01;0.41;0.71;0.14;1.12;0.58;0.68;0.64;-0.89;0.97;;0.87;0.68;-0.42;0.80;0.14;0.04;-0.06;-0.04;7.67;0.81;7.35;-0.49;14.73;9.55;2.86;2.51;-0.18;0.49;0.01;22.41;2.65;33.57;30.91
4550;ArizonaNorth;0.04;0.03;0.55;0.13;0.80;-0.03;0.24;0.62;;0.31;0.89;0.74;0.08;-0.15;0.93;0.75;0.52;0.82;-0.02;0.72;0.15;-0.21;-0.05;0.04;7.58;1.28;5.81;0.49;15.57;10.43;1.75;3.61;-0.23;0.71;-0.89;22.26;2.67;31.43;26.31
4561;NCCampbellUniversity;0.06;-0.03;0.00;2.08;2.00;0.06;0.48;0.68;0.73;1.11;0.59;0.88;-0.77;0.21;0.77;;1.07;0.70;0.17;0.76;0.29;0.22;0.11;-0.12;12.46;-0.54;12.99;0.01;26.16;10.43;10.39;3.84;1.50;0.87;0.48;39.10;3.39;53.82;50.20
4564;NEDistrictChampionship;-0.05;-0.06;-0.51;5.86;5.22;0.46;0.36;0.66;;0.66;0.67;0.69;;0.62;0.72;0.67;0.67;0.68;0.35;0.70;0.23;0.22;0.01;-0.16;8.30;0.07;9.09;-0.87;51.47;10.78;28.27;2.67;9.75;1.18;0.27;60.03;3.07;84.01;78.78
4587;LoneStar;0.00;0.19;0.79;4.13;5.33;0.46;0.54;0.79;;1.11;;0.83;;0.20;0.52;533.00;1.09;0.80;0.09;0.58;-0.30;0.33;-0.22;-0.18;11.72;-0.17;10.00;1.89;34.81;11.77;22.23;2.09;-1.28;0.33;0.77;47.30;3.36;72.33;69.47
4590;Israel;0.00;0.10;0.39;-0.06;0.31;0.00;0.15;0.68;;-0.35;0.82;0.71;0.44;0.01;0.66;;0.17;0.62;0.47;0.51;0.16;0.21;0.12;0.12;10.62;0.58;8.99;1.04;11.44;7.76;0.47;2.62;0.59;0.56;1.67;23.73;2.45;30.83;26.74
4592;SouthFlorida;-0.01;-0.11;2.32;-0.23;1.82;0.16;0.43;0.95;;0.76;0.46;1.22;;1.73;0.78;11.41;0.82;0.78;0.52;0.63;0.13;0.64;0.16;-0.02;4.57;0.82;4.90;-1.15;24.08;16.07;3.51;4.97;-0.47;0.96;3.09;31.74;3.70;46.67;44.18
4607;LakeSuperior;-0.01;0.01;0.78;-0.32;0.48;0.01;0.04;0.74;;0.31;0.27;;;0.21;0.26;;0.27;0.51;-0.02;0.59;0.74;0.22;-0.01;0.07;5.50;-0.19;5.59;0.10;14.88;7.69;-0.02;5.70;1.51;1.24;1.47;21.85;2.10;28.60;22.83
4613;WesternCanada;0.00;0.10;-0.34;1.36;1.18;0.01;0.41;0.58;-1.84;0.72;0.82;0.92;-3.00;0.46;0.78;0.67;0.58;0.65;0.38;0.66;0.52;0.44;-0.06;0.04;7.05;0.01;6.00;1.03;22.21;11.29;6.11;4.27;0.53;0.89;2.37;31.63;2.86;42.47;40.22
4625;WesternCanada;0.00;0.10;-0.06;0.27;0.36;0.00;0.10;0.71;3.58;0.44;1.36;0.49;-0.20;-0.12;0.77;0.67;0.57;0.62;-0.13;0.71;-0.21;-0.32;-0.05;0.39;7.61;1.09;5.50;1.02;12.62;9.66;1.23;2.63;-0.89;0.47;0.38;20.61;2.48;27.95;22.78
4646;CentralIllinois;-0.03;-0.06;1.50;0.97;2.48;0.08;0.42;0.73;2.42;0.26;0.68;0.68;;0.11;0.80;1.02;0.32;0.81;0.24;0.78;0.26;0.49;-0.11;0.26;9.35;-0.03;10.16;-0.78;23.49;9.36;7.84;6.75;-0.46;1.32;3.73;36.57;2.89;51.53;47.14
4678;Waterloo;0.03;0.73;-0.59;3.42;3.66;0.34;0.44;0.65;;0.50;0.74;0.81;;1.09;0.77;0.67;0.43;0.75;1.19;0.76;0.42;-0.02;-0.08;0.27;14.71;0.60;6.73;7.39;38.83;15.52;15.90;5.02;2.39;1.16;1.25;54.80;3.78;75.66;72.07
4740;SmokyMountains;0.00;0.05;0.10;-0.68;-0.68;-0.26;0.41;0.71;;0.44;0.36;0.66;0.52;1.19;0.41;-74.75;0.48;0.60;0.47;0.58;0.64;0.48;0.14;0.07;5.06;1.03;3.55;0.47;13.22;12.37;-3.23;2.75;1.32;0.64;2.76;21.03;2.83;25.98;22.77
4744;Israel;0.00;0.04;1.20;-0.25;0.91;-0.04;0.28;0.62;;0.46;0.66;0.94;0.09;1.07;0.77;;0.16;0.70;0.53;0.86;-0.08;-0.21;0.08;-0.14;11.37;0.00;10.98;0.39;12.79;8.85;1.18;4.45;-1.69;0.78;-1.79;22.37;2.87;32.40;26.86
4761;NERhodeIsland;0.00;0.03;0.82;0.11;0.88;0.07;0.35;0.54;;1.31;0.83;0.90;0.38;-0.46;0.67;0.67;1.11;0.76;-0.16;0.69;-0.25;0.04;0.08;0.08;6.31;0.15;5.85;0.31;20.90;11.77;2.17;5.54;1.42;1.20;0.62;27.84;2.94;37.93;36.59
4828;NCUNCAsheville;0.03;0.00;0.51;-0.14;0.40;-0.03;0.42;0.72;0.99;1.00;0.73;0.71;;0.52;0.72;0.59;0.72;0.81;0.62;0.73;0.14;0.13;0.01;0.15;8.44;0.56;7.72;0.17;20.97;14.12;0.34;6.75;-0.24;1.33;1.41;30.82;3.60;41.06;38.43
4905;NEDistrictChampionship;0.08;0.03;3.26;0.33;3.67;0.45;0.33;0.68;;0.68;0.67;0.69;;1.05;0.75;0.67;0.68;0.69;0.96;0.70;0.39;0.00;0.03;0.08;12.79;-0.52;12.61;0.70;25.25;12.18;8.19;6.42;-1.54;1.18;0.41;38.45;3.70;59.17;56.33
4910;PCHKennesaw;-0.02;0.00;0.40;1.10;1.55;-0.02;0.28;0.75;;0.99;0.31;1.19;0.56;0.73;0.31;1.05;1.03;0.51;0.42;0.44;0.04;0.50;-0.07;0.01;10.72;0.16;10.62;-0.07;21.37;10.48;6.30;5.67;-1.08;1.06;2.58;34.66;3.16;47.40;39.66
4911;PNWDistrictChampionship;0.23;0.05;2.49;0.46;3.27;0.32;0.36;0.68;;0.76;0.67;0.49;;1.00;0.68;;0.76;0.59;1.01;0.67;0.04;0.05;-0.04;0.25;9.49;0.26;7.55;1.68;28.11;14.77;7.28;5.48;0.57;1.13;1.47;39.07;3.71;58.56;54.24
4920;WindsorEssex;0.13;0.13;-0.37;2.08;1.98;-0.02;0.24;0.64;;0.30;9.41;0.65;;0.21;0.73;;0.37;0.39;0.11;0.70;0.27;0.67;-0.01;0.00;11.38;-0.91;10.37;1.91;22.81;5.82;9.65;3.89;3.44;1.01;3.37;37.55;2.20;49.24;41.93
4930;FingerLakes;-0.03;-0.06;3.55;-0.49;2.83;0.12;0.44;0.68;;0.52;1.17;0.88;;0.37;0.77;;0.49;0.68;0.44;0.71;0.15;0.14;0.14;-0.12;8.70;-0.35;9.83;-0.79;25.58;10.16;4.63;0.58;10.22;0.80;0.09;34.37;3.01;50.73;46.19
4945;CHSNorthernMaryland;0.00;0.01;-0.52;1.43;0.91;0.07;0.43;0.71;-0.90;0.92;-0.52;0.86;-0.41;0.54;0.83;;0.76;0.65;0.10;0.84;-0.06;0.52;0.01;-0.04;10.81;0.14;10.59;0.08;20.19;9.98;6.12;3.13;0.96;0.69;2.38;33.38;3.06;43.86;43.66
4967;MIStateChampionship;0.02;0.08;-0.62;6.48;5.79;0.29;0.31;0.66;;0.44;0.62;0.64;;0.51;0.68;0.68;0.46;0.65;0.49;0.68;0.07;-0.06;0.16;0.35;8.32;0.52;6.95;0.85;48.00;11.23;31.17;4.06;1.53;0.91;1.45;57.78;2.94;83.23;71.26
5002;SmokyMountains;0.00;0.02;0.33;-0.14;0.19;0.07;0.12;0.29;;0.67;0.55;0.68;-0.25;0.84;0.28;-1074275974050520.00;0.58;0.72;0.64;0.35;-0.05;0.68;0.02;0.03;4.05;1.56;2.25;0.24;18.23;11.74;-0.07;4.50;2.06;1.04;3.54;25.82;2.57;32.83;30.08
5006;RocketCity;0.00;-0.20;0.99;1.48;2.38;0.18;0.44;0.76;1.17;1.22;0.59;0.58;;0.20;0.59;;0.96;0.69;-0.06;0.59;-0.04;0.18;-0.10;-0.07;5.77;0.21;7.57;-2.01;26.75;10.93;9.40;6.25;0.18;1.26;0.59;33.11;2.94;47.90;46.27
5012;LasVegas;-0.04;-0.03;2.13;0.11;1.99;0.10;0.61;0.72;;1.03;0.94;0.74;;0.62;0.68;0.67;1.12;0.75;0.08;0.76;-0.02;0.29;0.18;0.24;10.18;-0.36;11.03;-0.49;23.05;11.63;4.80;4.11;2.51;0.99;2.66;35.82;3.43;50.61;50.51
5016;NewYorkCity;-0.03;-0.01;0.61;1.28;1.44;0.11;0.24;1.08;;0.04;;0.96;-0.98;0.18;0.76;66.45;0.19;0.85;0.24;0.70;0.73;0.84;0.41;-0.03;5.13;0.82;4.52;-0.22;24.70;13.11;7.61;4.89;-0.90;0.92;4.03;33.77;3.07;45.96;41.48
5024;NorthBay;-0.02;-0.13;3.48;-0.56;2.89;0.22;0.23;0.76;;0.56;0.33;0.81;0.01;-0.01;0.68;0.32;0.67;0.68;-0.05;0.67;0.62;0.02;-0.13;0.11;5.58;-0.05;7.00;-1.37;19.39;10.10;4.13;5.62;-0.46;1.09;0.61;25.57;2.72;41.41;35.66
5030;NewYorkCity;0.00;-0.04;1.04;0.25;1.32;0.10;0.50;0.72;;1.35;;0.44;-2.31;0.39;0.26;-124.03;1.14;0.56;0.30;0.44;-0.10;-0.54;-0.07;0.10;8.40;-0.72;9.54;-0.41;19.24;11.02;3.33;5.11;-0.22;1.01;-2.20;25.54;3.16;37.56;38.05
5034;RocketCity;0.00;0.03;0.74;0.39;1.17;-0.06;0.20;0.88;0.56;-0.23;0.76;0.82;;1.36;0.57;;0.08;0.67;1.23;0.60;0.09;-0.05;-0.02;-0.10;0.94;1.16;-0.51;0.29;23.41;17.50;3.40;3.79;-1.29;0.67;-0.77;23.58;3.45;35.87;26.27
5039;WindsorEssex;-0.01;0.14;0.60;1.04;1.57;0.12;0.36;0.74;;0.17;-2.75;0.81;;0.48;0.74;;0.17;0.92;0.59;0.74;0.56;-0.26;0.19;-0.03;11.75;0.36;10.09;1.31;21.93;10.79;6.41;3.41;1.32;0.77;-1.47;32.21;3.17;45.04;42.45
5048;MIStateChampionship;-0.02;0.08;3.66;0.19;3.96;0.32;0.25;0.67;;0.65;0.68;0.69;;0.67;0.64;0.74;0.64;0.67;0.56;0.65;1.00;-0.01;-0.03;-0.09;9.60;-0.05;8.89;0.76;31.58;11.54;8.29;2.10;9.66;1.06;-0.47;40.71;3.20;61.07;53.88
5050;MIWoodhaven;-0.02;-0.03;0.42;3.99;4.35;0.16;0.43;0.72;1.77;1.59;0.80;1.26;-0.02;-0.33;0.74;0.90;1.16;0.85;-0.29;0.77;-0.08;0.52;0.02;0.12;6.44;0.57;6.25;-0.38;38.10;12.88;20.81;4.22;0.19;0.86;3.23;47.76;3.20;69.36;60.45
5053;MICenterLine;0.33;0.03;2.32;-0.09;2.61;0.08;0.44;0.92;;0.69;0.88;1.15;;0.35;1.10;0.47;0.80;0.85;0.29;0.94;-0.10;0.43;-0.01;-0.04;8.99;0.60;6.43;1.97;24.00;15.78;4.20;1.24;2.78;0.43;1.93;34.92;3.80;52.58;45.74
5057;Dallas;0.00;-0.08;0.17;-0.17;0.00;0.08;0.07;0.39;;0.11;0.81;-0.22;;-0.17;0.68;0.95;0.06;0.34;-0.06;0.61;0.61;0.48;-0.07;-0.05;8.53;0.19;9.14;-0.80;2.58;2.09;-0.51;2.59;-1.59;0.41;2.15;13.26;1.33;16.58;16.55
5084;MIStateChampionship;0.07;0.11;3.49;0.15;3.87;0.40;0.39;0.69;;0.73;0.64;0.69;;-0.83;0.65;0.65;0.75;0.66;-0.64;0.65;-0.12;-0.03;-0.05;0.07;11.15;0.06;9.64;1.45;21.57;5.74;7.74;3.90;4.19;1.06;0.23;32.96;2.11;50.33;50.80
5098;KansasCity;0.00;0.25;0.13;0.68;0.82;-0.08;0.28;0.64;4.37;0.73;;0.62;;0.19;0.46;0.74;0.46;0.80;0.39;0.54;0.25;0.10;0.24;0.08;8.50;0.00;6.01;2.50;18.59;11.16;3.67;3.94;-0.17;0.78;0.94;28.03;2.83;37.67;31.62
5114;MIStateChampionship;-0.08;-0.19;-0.81;4.48;3.54;0.55;0.38;0.68;;0.71;0.71;0.66;;-0.10;0.63;1.04;0.72;0.66;0.07;0.64;0.66;-0.16;-0.14;0.01;6.93;-0.26;9.47;-2.28;35.62;9.08;20.80;5.74;0.00;1.15;-0.73;41.82;2.76;59.80;63.20
5124;OrangeCounty;0.00;0.03;-0.27;2.55;2.35;-0.05;0.48;0.73;;1.27;0.72;1.01;;0.07;0.79;;1.03;0.93;-0.08;0.69;0.53;0.54;-0.04;0.05;8.98;0.37;8.27;0.33;31.81;12.33;12.21;5.95;1.33;1.28;2.96;43.75;3.29;59.34;52.27
5150;MIMarysville;0.05;0.01;4.85;-0.22;4.53;0.36;0.56;0.76;;1.19;0.85;0.68;-0.23;0.64;0.72;0.67;1.12;0.74;0.19;0.70;0.10;0.23;0.16;0.23;9.53;0.73;8.44;0.37;27.50;13.41;8.59;3.49;2.01;0.83;2.30;39.33;3.53;62.31;59.52
5166;MIStateChampionship;0.05;0.01;1.68;0.31;1.89;0.25;0.32;0.54;;0.16;0.44;0.67;;0.59;0.70;0.79;0.26;0.61;0.62;0.70;-0.45;0.12;0.16;-0.02;8.58;0.35;7.86;0.36;23.88;9.66;4.92;3.68;5.62;1.11;0.54;32.99;2.72;45.70;45.77
5172;Iowa;0.05;0.94;-0.30;5.56;5.97;0.16;0.46;0.76;;0.66;0.74;0.73;;-0.02;0.73;0.78;0.75;0.70;-0.09;0.70;-0.02;0.71;0.27;0.21;18.12;0.69;7.79;9.65;44.51;10.18;27.20;0.05;7.07;0.48;4.57;67.20;2.82;92.91;80.39
5199;LasVegas;0.01;-0.08;2.50;0.16;2.46;0.07;0.31;0.63;;0.20;0.77;0.75;;0.20;0.86;0.67;0.29;0.77;-0.08;0.79;0.30;0.25;0.13;-0.11;7.85;-0.07;8.70;-0.78;25.36;7.64;5.82;0.43;11.47;0.85;0.69;33.90;2.40;47.59;41.91
5232;NorthernLights;0.00;-0.04;-0.02;-0.16;-0.25;-0.01;0.52;0.28;-12.90;1.38;;0.71;;1.01;0.38;;1.00;0.67;1.02;0.31;0.45;0.11;0.03;-0.01;8.84;-1.06;10.25;-0.36;10.17;11.26;-0.86;0.26;-0.49;0.02;0.52;19.52;3.28;26.93;29.60
5243;SouthFlorida;0.00;0.00;0.39;0.36;0.78;-0.02;0.33;0.58;;0.32;0.68;0.42;;1.03;0.52;-25.94;0.28;0.78;0.71;0.66;0.06;0.19;-0.02;-0.04;10.69;-0.26;10.94;0.01;17.77;9.55;2.59;5.54;0.08;1.11;0.74;29.20;3.00;39.14;35.40
